Column,farm.x,sampling.x,test,rep_1,rep_2,total,sample,f,sampling.y,sd_meantempi,sd_meanwindspdi,sd_minhumidity,sd_maxhumidity,sd_humidity,sd_precipi,mean_meantempi,mean_meanwindspdi,mean_minhumidity,mean_maxhumidity,mean_humidity,mean_precipi,mean_precipi_yesno,farmnumber,farm.y,date,time,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,mean_hygiene,stall,cleanliness,ventilation,standing_water,month,sampling,A2_SURVEY_DATE,A3_ARRIVAL.DEPARTURE_TIME,A4_SURVEY_TECHNICIAN,A5_FARM_PERSONNEL_INTERVIEWED,A6_NUMBER_MILKING_COWS,A7_.AV_ANNUAL_PRODUCTION_COW,A8_OFTEN_EACH_COW_MILKED_PER_DAY,B2_AV_BODY_CONDITION,B3_TAILS_DOCKED,tails_docked_edited,B4_UDDERS_CLIPPED.FLAMED,udders_flamed_edited,B5_FEED_TYPE_LACTATING_COWS,C1_GLOVES_DURING_MILKING,C2_AUTO.TEAT_SCRUBBER,C3_PRE.DIP_TYPE,pre_dip_chemical,pre_dip_application,C4_POST.DIP_TYPE,post_dip_chemical,post_dip_application,C5_MASTITIC_COWS_MILKED_LAST.SEPARATELY,mastitic_milked_separately,C6_DO.YOU_STRIP_COWS,D1_HOUSING_TYPE,D3_BEDDING,D5_.FREESTALL.HOUSING._HOW_OFTEN_ALLEYS_SCRAPED.DAY,D6_WATER_SOURCES_USED_AND_WHERE,D7_OFTEN_DAY.WEEK_DRY_LOTS_RAKED,D8_OFTEN_DAY.WEEK_DRY_LOTS_DUG_OUT,D10_VISIBLE_DUST_IN_THE_LAST,D11_RAINED_IN_THE_LAST,E1_PARLOR_DECK_SPRAYED.CLEANED_BETWEEN_MILKING_GROUPS,E2_HOLDING_AREA_CLEANED_DURING_MILKING,holding_area_cleaned_during_milking_edited,E3_COWS_EXPOSED_TO_WATER_PRIOR_TO_MILKING,E4_UDDERS_SPRAYED_PRIOR_TO_MILKING,E5_WATER_USED_TO_COOL_COWS,E6_WATER_USED_TO_CLEAN_COWS,F1_BULK_TANK_CAPACITY,G1_TYPE_OF_TOWEL,type_of_towel_edited,G2_HOW_OFTEN_FILTER_SOCK_CHANGED,X
236,23,3,SP MSC,56,57,56.5,23-3,23,3,2.852338222,7.16472842,1.825741858,9.178779875,NA,0.03,74.025,10,11,92.25,33,0.015,TRUE,23,Farm 23,5/22/2016,3:47pm,4,3,3,4,3,4,4,4,4,4,3.7,non-Free,not_applicable,not_applicable,No,5,3,3/17/2016,10:20 am/ no answer,Bailee,Joe Torres,3400,70 lbs/day,intermediate,Normal,Y,yes,Y; Flamed,yes,corn silage; canola; corn gluten; DDG minerals; corn; cotton seed,Y,N,Iodine; Spray application,Iodine,spray,Iodine; Dip application,Iodine,dip,Y,Y,N,Dry Lot (open),N/A,N/A,Well water,3.5,8,0-24h,N/A; last October,Y; Manually,Y,Y,Y,Y,N,Y; No answer; No answer; No answer,"24,000 gallons; 3 bulk tanks",Laundered; Yes,Laundered,"Every 2 pens, every 2 hours",NA
237,25,3,SP MSC,33,29,31,25-3,25,3,2.12030995,3.837099599,1.772810521,6.582805886,8.261355821,0.103762549,73.77142857,9.8,10.14285714,93,50.25,0.05,TRUE,25,Farm 25,5/22/2016,3:14pm,4,4,3,4,4,3,4,4,3,3,3.6,non-Free,not_applicable,not_applicable,No,5,3,3/17/2016,1:40 pm/no answer,Bailee,Mondo Vazquez/Jeremy,3400,73-75 lbs/day,2 times,Normal,N,no,Y; Flamed,yes,corn gluten; corn silage; DDG; triticale; soy hulls; minerals,Y,N,Iodine; Dip application,Iodine,dip,Iodine; Dip application,Iodine,dip,Y,Y,Y,Dry Lot (open),N/A,N/A,Well water,7,6,0-24h,N/A,Y; Manually,Y; sprinklers,Y,I,N,N,Y; Sprinklers spray-up; Prior to milking; No drying mechanism,"150,000 lbs; 3 bulk tanks",Laundered; Yes,Laundered,"Every 2 pens, every 1 hr 40 min",NA
238,26,3,SP MSC,16,13,14.5,26-3,26,3,2.499106983,5.040248718,2.199837656,6.345695954,13.60882067,0.021213203,75.4625,9.4125,11.625,93.625,57.2,0.0075,TRUE,26,Farm 26,5/22/2016,2:06pm,4,3,4,4,3,4,4,3,4,3,3.6,non-Free,not_applicable,not_applicable,No,5,3,3/16/2016,2:30 pm/ 2:50,Bailee,Carl Bromlow,5000,"22,000 lbs",intermediate,Normal,I; 50/50,intermediate,Y; Flamed,yes,corn silage; triticale; sorghum silage; corn; sweet bran; beet pulp; canola,Y,Y,Express 3; Lactic Acid; LDBSA; Dip application,Express 3\Lactic Acid\LDBSA,dip,Express 3; Lactic Acid; Chore Mate; Dip Application,Express 3\ Lactic Acid\ Chore Mate,dip,Y,Y,Y,Dry Lot,N/A,N/A,Well water,7,3,0-24h,2 weeks ago,Y; Manually,Y,Y,N,N,N,N,"165,000 lbs; 3 bulk tanks",Laundered; No,Laundered,45 min; every pen,NA
239,27,3,SP MSC,39,33,36,27-3,27,3,2.499106983,5.040248718,2.199837656,6.345695954,13.60882067,0.021213203,75.4625,9.4125,11.625,93.625,57.2,0.0075,TRUE,27,Farm 27,5/22/2016,12:05pm,4,4,3,4,4,3,4,4,3,3,3.6,non-Free,not_applicable,not_applicable,Yes,5,3,3/17/2016,12:10 pm/ no answer,Bailee,Georgianna Carroll,2349,71.5 lbs/day,3 times,Normal,I,intermediate,Y; Flamed,yes,"corn; corn gluten; canola, cotton seed; DDG; alfalfa; corn silage; wheat silage",Y,N,Iodine; Spray application,Iodine,spray,Iodine; Spray application,Iodine,spray,Y; Separately,Y,Y,Dry Lot,N/A,N/A,Well water,7,6,0-24h,N/A,Y; Manually,Y,Y,N,N,N,N,"108,000 lbs; 2 bulk tanks",Laundered; No,Laundered,45 min; every pen,NA
240,28,3,SP MSC,71,49,60,28-3,28,3,2.538043866,6.384486406,21.59320881,6.480740698,31.11269837,0.023380904,75.01666667,12.38333333,31.33333333,92,55,0.013333333,TRUE,28,Farm 28,5/22/2016,5:20pm,4,4,4,4,4,4,3,4,3,4,3.8,non-Free,not_applicable,not_applicable,No,5,3,3/17/2016,3:00/no answer,Bailee,Zachary Vanderham,4200,73 lbs,2 times,Normal,N,no,Y; Flamed,yes,alfalfa silage; corn silage; wheat silage; corn; cotton seed; canola; DDG; soy bean mill; soy hulls; wheat straw; energy; minerals,Y,N,Peroxide; Dip application,Peroxide,dip,Iodine; Dip application,Iodine,dip,Y,Y,Y,Dry Lot (open),N/A,N/A,Well water,7,N/A,0-24h,No answer,Y; Manually,Y,Y,N,Y,N,Y; Sprinklers spray-up; Prior to milking; No drying mechanism,"21,000 gallons; 3 bulk tanks",Laundered; No,Laundered,Every 2 hours,NA
241,29,3,SP MSC,8,9,8.5,29-3,29,3,2.538043866,6.384486406,21.59320881,6.480740698,31.11269837,0.023380904,75.01666667,12.38333333,31.33333333,92,55,0.013333333,TRUE,29,Farm 29,5/22/2016,5:30pm,4,4,4,4,3,4,4,4,4,4,3.9,non-Free,not_applicable,not_applicable,No,5,3,3/17/2016,3:00/no answer,Bailee,Zachary Vanderham,1800,73 lbs,2 times,Normal,N,no,Y; Flamed,yes,alfalfa; corn silage; wheat silage; corn; cotton seed; canola; DDG; soy bean mill; soy hulls; wheat straw; energy minerals,Y,N,Peroxide; Dip application,Peroxide,dip,Iodine; Dip application,Iodine,dip,Y,Y,Y,Dry Lot (open),N/A,N/A,Well water,7,N/A,0-24h,No answer,Y; Manually,Y,Y,N,Y,N,Y; Sprinklers spray-up; Prior to milking; No drying mechanism,"21,000 gallons; 3 bulk tanks",Laundered; No,Laundered,Every 2 hours,NA
242,1,3,SP TSC,9,15,12,3-Jan,1,3,2.162756653,2.618891898,11.99945533,10.49369559,12.27993092,0.011785113,76.78888889,2.772222222,52.88888889,89,71.78571429,0.002777778,TRUE,1,Farm 01,5/22/2016,7:30am,1,1,2,1,2,2,1,1,1,1,1.3,non-Free,not_applicable,not_applicable,not_applicable,5,3,3/19/2016,1:20/no answer,Bailee,Scott Optiz,96,66 lbs/day,2 times,Normal,N,no,N,no,burmuda grass silage; canola; distiller screens; beet pulp; hominy; wet brewers grains; mineral mix - blood mill,Y,N,Iodine; Dip application,Iodine,dip,Iodine; Dip application,Iodine,dip,N,N,No answer,Other: pasture,N/A,N/A,Well water,N/A,N/A,0-24h,N/A,Y; Manually,N,N,N,N,N,N,"12,000 gallons; 2 bulk tanks",Laundered; No,Laundered,"Once a milking, every 5 hours",NA
243,2,3,SP TSC,0,0,0,3-Feb,2,3,1.228166461,1.792793112,4.131758533,7.540367555,2.5,0.003535534,70.8375,2.0625,48.75,95,76.25,0.00125,TRUE,2,Farm 02,5/21/2016,10:30pm,2,3,1,2,2,2,1,3,2,2,2,Free,Good,Good,not_applicable,5,3,3/19/2016,4:00/no answer,Bailee,Auke Plantiga,800,77 lbs/day,2 times,Normal,N,no,N,no,corn silage; rye silage; alfalfa; corn; soy bean mill; corn gluten; hominy; cotten seed,Y,N,Iodine; Spray application,Iodine,spray,Iodine; Dip application,Iodine,dip,Y; Separately,Y,No answer,Freestall,Sand,2 times/day or more often,Well water,N/A,N/A,0-24h,N/A,Y; Manually,N,N,N,N,N,N,"12,000 gallons; 2 bulk tanks",Laundered; No,Laundered,"Once a milking, every 5 hours",NA
244,4,3,SP TSC,11,6,8.5,3-Apr,4,3,1.48606223,0.954438254,3.996426976,4.855041562,6.161463817,0.002581989,71.14666667,1.266666667,49.6,97,76.81818182,0.000666667,TRUE,4,Farm 04,5/21/2016,9:45pm,1,1,1,1,1,2,1,1,1,2,1.2,Free,Good,Good,not_applicable,5,3,3/19/2016,3:00/no answer,Bailee,Nico DeBoer,1550,no answer,2 times,Normal,I; Clipswitch,intermediate,Y; Flamed,yes,alfalfa; corn silage; corn; DDG; flaxseed; soy bean mill,Y,N,Iodine; Other: Foam application,Iodine,foam,2-Bromo 2-Nitropropane; Other: Foam application,2-Bromo 2-Nitropropane,foam,Y; Last,Y,No answer,Freestall,Sand,2 times/day or more often,Well water,N/A,N/A,0-24h,N/A,Y; Manually,N,N,N,N,N,N,"20,000 gallons; 3 bulk tanks",Laundered; No,Laundered,"Every group, every 2-3 hours",NA
245,6,3,SP TSC,5,2,3.5,3-Jun,6,3,7.017644429,2.218761989,9.351852376,5.554063292,4.648687354,0.008728716,76.33333333,2.79047619,64.57142857,94.61904762,82.88235294,0.001904762,TRUE,6,Farm 06,5/22/2016,9:30am,4,4,3,3,4,4,4,4,3,4,3.7,Free,Good,Good,not_applicable,5,3,3/19/2016,9:45/no answer,Bailee,Heath Hogan,251,82 lbs/day,2 times,Normal,N,no,N,no,green chop; corn silage; alfalfa; coastal; wet cotton seed; hull; corn; hominy; brewer's grain; canola; mineral package; ammoniated gas hay,I,N,Peroxide; Dip application,Peroxide,dip,Iodine; Dip application,Iodine,dip,Y; Last,Y,No answer,Freestall,Sand,1 time/day; Flushed 3 times,Well water,N/A,N/A,0-24h,N/A,I; Between 3 daily milkings; Manually,N,N,N,N,N,N,6000 gallons; 2 bulk tanks,Laundered; Yes,Laundered,"Once a milking, every 4 hours",NA
246,7,3,SP TSC,5,17,11,3-Jul,7,3,7.017644429,2.218761989,9.351852376,5.554063292,4.648687354,0.008728716,76.33333333,2.79047619,64.57142857,94.61904762,82.88235294,0.001904762,TRUE,7,Farm 07,5/22/2016,9:50am,4,3,3,4,3,4,4,3,3,4,3.5,Free,Good,Good,not_applicable,5,3,3/19/2016,9:00/no answer,Bailee,Ronnie West,380,57 lbs/day,2 times,Normal,N,no,N,no,soy bean mill; cotton seed hull; corn; corn silage; wheat silage; brewers grain; mineral concentrate,I,N,Iodine; Spray application,Iodine,spray,Iodine; Spray application,Iodine,spray,N; get rid of them,N,No answer,Freestall,Sand,1 time/day,Well water,N/A,N/A,0-24h,N/A,Y; Manually,N,N,N,N,N,N,2750 lbs; 1 bulk tank,Paper; No,Paper,Every 6 hours,NA
247,8,3,SP TSC,17,19,18,3-Aug,8,3,1.46480943,8.205790638,7.420691792,5.980523946,3.535533906,0.12937027,74.58333333,14.85,57.33333333,90.83333333,78.5,0.071666667,TRUE,8,Farm 08,5/22/2016,9:57am,2,2,4,2,2,3,2,3,2,2,2.4,non-Free,not_applicable,not_applicable,Yes,5,3,3/16/2016,7:20 am/9:00 am,Bailee,Richard,3900,"27,010; 74 lbs/day",intermediate,Normal,I; 1/2 switch,intermediate,I; Once year,intermediate,corn silage; alfalfa; sorghum or wheat silage; DDG; corn gluten; hominy; corn; canola; soy bean mill (bypass); blood mill; mineral pack; alfalfa hay,Y,N,Propalinglycom quadarin amonia; Spray application,Propalinglycom quadarin amonia,spray,None,None,none,N,N,Y,Dry Lot (open lot),Other: Dried manure,N/A,Well water,6,4.5,0-24h,25-48h,Y; Manually,Y,Y,N,N,N,N,"100,000 lbs; 2 bulk tanks",Laundered; Yes,Laundered,Every 300 cows,NA
248,9,3,SP TSC,10,9,9.5,3-Sep,9,3,1.46480943,8.205790638,7.420691792,5.980523946,3.535533906,0.12937027,74.58333333,14.85,57.33333333,90.83333333,78.5,0.071666667,TRUE,9,Farm 09,5/22/2016,9:07am,2,3,2,4,3,2,3,2,4,3,2.8,Free,Good,Good,not_applicable,5,3,3/16/2016,9:15 am/10:06 am,Bailee,Arjan Van Dasselaar,1280,"22,000 lbs",2 times,Normal,N,no,N,no,alfalfa; canola; distillers corn; soy hull pallets; corn silage,Y,N,Prep & wash lactic acid; Ultimate P.D. concentration; Cynergy hepatonic acid; Dip application,Prep & wash lactic acid\Ultimate P.D. concentration\Cynergy hepatonic acid,dip,Aztec Gold lactic acid; Sodium Chlorite; Dip application,Aztec Gold lactic acid\Sodium Chlorite,dip,Y,Y,N,Freestall; Dry lot (exercise yard),Sand,2 times/day or more often,Well water,3,1,0-24h,>72h,Y; Manually,N,N,N,N,N,N,"100,000 lbs; 2 bulk trucks",Laundered; no answer,Laundered,Every 3 hours; Halfway through milking,NA
249,10,3,SP TSC,14,6,10,3-Oct,10,3,1.290994449,3.593976442,20.48576742,4.041451884,NA,0.093452305,78.5,11.75,19.5,96.5,NA,0.05,TRUE,10,Farm 10,5/22/2016,5:45pm,4,2,3,2,2,3,3,2,3,3,2.7,non-Free,not_applicable,not_applicable,No,5,3,3/18/2016,10:00 am/no answer,Bailee,Tom Ferria,1800,60 lbs/day,intermediate,Normal,N,no,Y; Flamed,yes,corn silage; cotton seed; corn; soy bean mill; corn gluten; alfalfa,Y,Y,Chlorine dioxide; Spray application,Chlorine dioxide,spray,Remain Gold Bronopol; Dip application,Remain Gold Bronopol,dip,Y; Separately,Y,Y,Dry Lot (open),N/A,N/A,Well water,7,6,0-24h,No answer,Y; Manually,Y,Y,N,N,N,N,"12,000 gallons; 2 bulk tanks",Paper; No,Paper,"Every pen, 45 minutes",NA
250,12,3,SP TSC,10,10,10,3-Dec,12,3,1.219878918,4.637824033,8.311146936,5.943085178,18.27927428,0,79.98888889,5.566666667,67.61111111,92.55555556,78.85714286,0,FALSE,12,Farm 12,5/25/2016,10:45pm,1,2,2,2,1,2,2,1,2,1,1.6,Free,Good,Good,not_applicable,5,3,3/19/2016,6:15/no answer,Bailee,Misael Tiscareno,3600,73 lbs/day,2 times,Normal,I,intermediate,Y; Flamed,yes,corn silage; corn; alfalfa; cotton seed; protein mix; wheat silage,Y,Y,Chlorine dioxide; Dip application,Chlorine dioxide,dip,Iodine; Dip application,Iodine,dip,Y,Y,No answer,Freestall (some open lots),Sand (fresh and recycled); Dried; Never discarded,2 times/day or more often; flushed 6 times/day,Well water,N/A,N/A,0-24h,N/A,Y; Manually and automatically,Y,Y,N,N,N,N,"18,000 gallons; 3 bulk tanks",Laundered; No,Laundered,"Every 800 cows, 2.5 hours",NA
251,14,3,SP TSC,4,2,3,14-3,14,3,1.236893189,4.521409388,8.132240364,5.175951718,16.4895243,0,80.12380952,5.671428571,69.66666667,92.0952381,79.82352941,0,FALSE,14,Farm 14,5/25/2016,10:00pm,3,4,3,4,3,4,3,4,4,3,3.5,Free,Good,Good,not_applicable,5,3,3/19/2016,8:00/no answer,Bailee,Pete Schouten,720,76-80 lbs/day,3 times,Normal,I,intermediate,N,no,corn; beet pulp; canola; cottonseed; corn silage; alfalfa; coastal; green chop,Y,N,Iodine glycerine; Other: Foam application,Iodine glycerine,foam,Iodine glycerine; Other: Foam application,Iodine glycerine,foam,Y,Y,No answer,Freestall (95%),Sand,1 time/day,Well water,N/A,N/A,0-24h,N/A,Y; Manually,Y,Y,N,N,N,N,6000 gallons; 2 bulk tanks,Laundered; Yes,Laundered,"Every shift, every 6 hours",NA
252,15,3,SP TSC,7,20,13.5,15-3,15,3,0.79246451,5.505996731,13.09452812,2.401388487,1.414213562,0.008164966,74.4,14.5,23.66666667,94.16666667,66,0.006666667,TRUE,15,Farm 15,5/22/2016,10:26am,4,4,4,4,4,4,3,4,4,3,3.8,non-Free,not_applicable,not_applicable,No,5,3,3/16/2016,1:15 pm/1:48 pm,Bailee,Jason Veldi,2500,70-72 lbs/day,2 times,Normal,N,no,N,no,corn silage; alfalfa; corn gluten; gluten corn; basic mineral; sorghum silage,Y,N,Iodine; Spray application,Iodine,spray,Iodine; Dip application,Iodine,dip,Y; Last,Y,Y,Dry Lot,N/A,N/A,Well water,3.5,3,0-24h,2 weeks ago,Y; Automatically,Y,Y,N,N,N,N,"112,000 lbs; 2 bulk tanks",Laundered; No,Laundered,"After every pen, 2 filters 350 cows, 1 hr 20 mins",NA
253,16,3,SP TSC,4,4,4,16-3,16,3,1.140175425,3.263127334,16.9351705,2.48997992,NA,0.005477226,75.6,16.86,41.4,93.8,77,0.004,TRUE,16,Farm 16,5/22/2016,6:22pm,2,3,2,2,3,4,3,2,2,2,2.5,non-Free,not_applicable,not_applicable,Yes,5,3,3/17/2016,8:45 am/no answer,Bailee,Ron Welper,5924,69 lbs/day,2 times,Normal,Y,yes,Y; Flamed,yes,corn silage; canola mill; wheat silage; earlage; corn gluten,Y,N,Express Chlorine dioxide; Lactic acid; Spray application,Express Chlorine dioxide\Lactic acid,spray,Express Lactic Acid; Dip application,Express Lactic Acid,dip,Y; Separately,Y,No answer,Dry Lot,N/A,N/A,Well water,7,2,0-24h,A week ago,N,Y,Y,N,N,N,N,"147,000 lbs; 3 bulk tanks",Laundered; Yes,Laundered,"""text for answer"" ",NA
254,17,3,SP TSC,14,12,13,17-3,17,3,3.055050463,3.214550254,2.081665999,3.055050463,NA,0.034641016,73.33333333,13.33333333,11.33333333,96.66666667,NA,0.02,TRUE,17,Farm 17,5/22/2016,4:20pm,2,2,2,2,4,3,2,2,3,2,2.4,non-Free,not_applicable,not_applicable,No,5,3,3/16/2016,4:30 pm/no answer,Bailee,Matthew Beckerink,1700,85 lbs/day,3 times,Normal,N,no,N,no,corn silage; sorghum silage; triticale silage; sugar beets; corn; DDG; canola; cotton seed; corn gluten,Y,Y,Chlorine dioxide; Dip application,Chlorine dioxide,dip,Iodine; Dip application,Iodine,dip,Y,Y,No answer,Dry Lot,N/A,N/A,Well water,6,6,0-24h,2 weeks ago,Y; Automatically,Y,Y,N,N,N,N,"12,000 gallons; 2 bulk tanks",None,None,"Every group, every 1 hour",NA
255,21,3,SP TSC,4,13,8.5,21-3,21,3,1.642655104,3.983571526,11.52697066,3.050452943,7.132087119,0.018431952,75.14,10.76,26.85,93.4,68.75,0.0065,TRUE,21,Farm 21,5/22/2016,10:53am,4,4,3,3,4,4,4,4,4,4,3.8,Free,Good,Good,not_applicable,5,3,3/15/2016,4:40 pm/no answer,Bailee,Mick Schouten,4000,"22,000 lbs",intermediate,Normal,Y,yes,N,no,TMR corn silage; wheat silage; alfalfa; cotton seed; corn; soy bean mill; corn; gluten,Y,N,Chlorine/water; Dip application,Chlorine/water,dip,Iodine; Dip application,Iodine,dip,Y; Separately,Y,No answer,Freestall (80%); Dry Lot (20%),Sand; From dried basins; No answer,2 times/day or more often,Ogalala aquifer wells,7,1,0-24h,No answer,Y; Automatically,Y,Y,N,N,N,N,"200,000 lbs; 4 bulk tanks",Laundered (not dried); Yes,Laundered,1.5-2 hours,NA
256,22,3,SP TSC,25,26,25.5,22-3,22,3,2.499106983,5.040248718,2.199837656,6.345695954,13.60882067,0.021213203,75.4625,9.4125,11.625,93.625,57.2,0.0075,TRUE,22,Farm 22,5/22/2016,2:32pm,2,2,4,2,2,3,4,3,4,3,2.9,non-Free,not_applicable,not_applicable,No,5,3,3/16/2016,3:00 pm/no answer,Bailee,Koen Ally,1560,74 lbs/day,2 times,No answer,I; majority,intermediate,I; Flamed,intermediate,corn silage; wheatlage; alfalfa; corn; DDG; canola; cottonseed; molasses w/ mineral package; whey,Y,N,Iodine; Dip application,Iodine,dip,Iodine; Dip application,Iodine,dip,Y; Separately,Y,Y,Dry Lot,N/A,N/A,Well water; aquifer,1,3,0-24h,"""look it up""",I; As neeed,Y,Y,N,N,N,N,"12,000 gallons; 2 bulk tanks",None,None,"""text for answer"" ",NA
257,23,3,SP TSC,19,17,18,23-3,23,3,2.852338222,7.16472842,1.825741858,9.178779875,NA,0.03,74.025,10,11,92.25,33,0.015,TRUE,23,Farm 23,5/22/2016,3:47pm,4,3,3,4,3,4,4,4,4,4,3.7,non-Free,not_applicable,not_applicable,No,5,3,3/17/2016,10:20 am/ no answer,Bailee,Joe Torres,3400,70 lbs/day,intermediate,Normal,Y,yes,Y; Flamed,yes,corn silage; canola; corn gluten; DDG minerals; corn; cotton seed,Y,N,Iodine; Spray application,Iodine,spray,Iodine; Dip application,Iodine,dip,Y,Y,N,Dry Lot (open),N/A,N/A,Well water,3.5,8,0-24h,N/A; last October,Y; Manually,Y,Y,Y,Y,N,Y; No answer; No answer; No answer,"24,000 gallons; 3 bulk tanks",Laundered; Yes,Laundered,"Every 2 pens, every 2 hours",NA
258,25,3,SP TSC,4,6,5,25-3,25,3,2.12030995,3.837099599,1.772810521,6.582805886,8.261355821,0.103762549,73.77142857,9.8,10.14285714,93,50.25,0.05,TRUE,25,Farm 25,5/22/2016,3:14pm,4,4,3,4,4,3,4,4,3,3,3.6,non-Free,not_applicable,not_applicable,No,5,3,3/17/2016,1:40 pm/no answer,Bailee,Mondo Vazquez/Jeremy,3400,73-75 lbs/day,2 times,Normal,N,no,Y; Flamed,yes,corn gluten; corn silage; DDG; triticale; soy hulls; minerals,Y,N,Iodine; Dip application,Iodine,dip,Iodine; Dip application,Iodine,dip,Y,Y,Y,Dry Lot (open),N/A,N/A,Well water,7,6,0-24h,N/A,Y; Manually,Y; sprinklers,Y,I,N,N,Y; Sprinklers spray-up; Prior to milking; No drying mechanism,"150,000 lbs; 3 bulk tanks",Laundered; Yes,Laundered,"Every 2 pens, every 1 hr 40 min",NA
259,26,3,SP TSC,5,11,8,26-3,26,3,2.499106983,5.040248718,2.199837656,6.345695954,13.60882067,0.021213203,75.4625,9.4125,11.625,93.625,57.2,0.0075,TRUE,26,Farm 26,5/22/2016,2:06pm,4,3,4,4,3,4,4,3,4,3,3.6,non-Free,not_applicable,not_applicable,No,5,3,3/16/2016,2:30 pm/ 2:50,Bailee,Carl Bromlow,5000,"22,000 lbs",intermediate,Normal,I; 50/50,intermediate,Y; Flamed,yes,corn silage; triticale; sorghum silage; corn; sweet bran; beet pulp; canola,Y,Y,Express 3; Lactic Acid; LDBSA; Dip application,Express 3\Lactic Acid\LDBSA,dip,Express 3; Lactic Acid; Chore Mate; Dip Application,Express 3\ Lactic Acid\ Chore Mate,dip,Y,Y,Y,Dry Lot,N/A,N/A,Well water,7,3,0-24h,2 weeks ago,Y; Manually,Y,Y,N,N,N,N,"165,000 lbs; 3 bulk tanks",Laundered; No,Laundered,45 min; every pen,NA
260,27,3,SP TSC,7,10,8.5,27-3,27,3,2.499106983,5.040248718,2.199837656,6.345695954,13.60882067,0.021213203,75.4625,9.4125,11.625,93.625,57.2,0.0075,TRUE,27,Farm 27,5/22/2016,12:05pm,4,4,3,4,4,3,4,4,3,3,3.6,non-Free,not_applicable,not_applicable,Yes,5,3,3/17/2016,12:10 pm/ no answer,Bailee,Georgianna Carroll,2349,71.5 lbs/day,3 times,Normal,I,intermediate,Y; Flamed,yes,"corn; corn gluten; canola, cotton seed; DDG; alfalfa; corn silage; wheat silage",Y,N,Iodine; Spray application,Iodine,spray,Iodine; Spray application,Iodine,spray,Y; Separately,Y,Y,Dry Lot,N/A,N/A,Well water,7,6,0-24h,N/A,Y; Manually,Y,Y,N,N,N,N,"108,000 lbs; 2 bulk tanks",Laundered; No,Laundered,45 min; every pen,NA
261,28,3,SP TSC,3,5,4,28-3,28,3,2.538043866,6.384486406,21.59320881,6.480740698,31.11269837,0.023380904,75.01666667,12.38333333,31.33333333,92,55,0.013333333,TRUE,28,Farm 28,5/22/2016,5:20pm,4,4,4,4,4,4,3,4,3,4,3.8,non-Free,not_applicable,not_applicable,No,5,3,3/17/2016,3:00/no answer,Bailee,Zachary Vanderham,4200,73 lbs,2 times,Normal,N,no,Y; Flamed,yes,alfalfa silage; corn silage; wheat silage; corn; cotton seed; canola; DDG; soy bean mill; soy hulls; wheat straw; energy; minerals,Y,N,Peroxide; Dip application,Peroxide,dip,Iodine; Dip application,Iodine,dip,Y,Y,Y,Dry Lot (open),N/A,N/A,Well water,7,N/A,0-24h,No answer,Y; Manually,Y,Y,N,Y,N,Y; Sprinklers spray-up; Prior to milking; No drying mechanism,"21,000 gallons; 3 bulk tanks",Laundered; No,Laundered,Every 2 hours,NA
262,29,3,SP TSC,3,6,4.5,29-3,29,3,2.538043866,6.384486406,21.59320881,6.480740698,31.11269837,0.023380904,75.01666667,12.38333333,31.33333333,92,55,0.013333333,TRUE,29,Farm 29,5/22/2016,5:30pm,4,4,4,4,3,4,4,4,4,4,3.9,non-Free,not_applicable,not_applicable,No,5,3,3/17/2016,3:00/no answer,Bailee,Zachary Vanderham,1800,73 lbs,2 times,Normal,N,no,Y; Flamed,yes,alfalfa; corn silage; wheat silage; corn; cotton seed; canola; DDG; soy bean mill; soy hulls; wheat straw; energy minerals,Y,N,Peroxide; Dip application,Peroxide,dip,Iodine; Dip application,Iodine,dip,Y,Y,Y,Dry Lot (open),N/A,N/A,Well water,7,N/A,0-24h,No answer,Y; Manually,Y,Y,N,Y,N,Y; Sprinklers spray-up; Prior to milking; No drying mechanism,"21,000 gallons; 3 bulk tanks",Laundered; No,Laundered,Every 2 hours,NA
263,1,3,HHR,0,2,1,3-Jan,1,3,2.162756653,2.618891898,11.99945533,10.49369559,12.27993092,0.011785113,76.78888889,2.772222222,52.88888889,89,71.78571429,0.002777778,TRUE,1,Farm 01,5/22/2016,7:30am,1,1,2,1,2,2,1,1,1,1,1.3,non-Free,not_applicable,not_applicable,not_applicable,5,3,3/19/2016,1:20/no answer,Bailee,Scott Optiz,96,66 lbs/day,2 times,Normal,N,no,N,no,burmuda grass silage; canola; distiller screens; beet pulp; hominy; wet brewers grains; mineral mix - blood mill,Y,N,Iodine; Dip application,Iodine,dip,Iodine; Dip application,Iodine,dip,N,N,No answer,Other: pasture,N/A,N/A,Well water,N/A,N/A,0-24h,N/A,Y; Manually,N,N,N,N,N,N,"12,000 gallons; 2 bulk tanks",Laundered; No,Laundered,"Once a milking, every 5 hours",NA
